area_code,measure
E02001631,88.4
E02001632,54.7
E02001633,92.6
E02001634,86.6
E02001635,88.1
E02001636,63.7
E02001637,62.3
E02001638,85.4
E02001639,88.2
E02001640,84.4
E02001642,81.6
E02001643,91.6
E02001646,80.5
E02001647,86.7
E02001648,85
E02001649,73.9
E02001650,70.2
E02001651,92
E02001652,57.9
E02001653,73.1
E02001654,87.9
E02001655,82.1
E02001656,86.3
E02001657,93.3
E02001658,74.5
E02001659,83
E02001660,81.3
E02001661,76.7
E02001662,85.9
E02001663,84.4
E02001664,84.3
E02001665,92
E02001666,86.6
E02001669,88.3
E02001670,76.7
E02001671,90.5
E02001672,87.4
E02001673,90
E02001674,91.1
E02001675,88
E02001676,92.9
E02001678,92.1
E02001679,82.3
E02001680,76.8
E02001681,89.9
E02001682,89.9
E02001683,90.3
E02001684,82.2
E02001685,84.9
E02001686,90.2
E02001688,81.2
E02001689,64.7
E02001690,87.6
E02001691,69.2
E02001692,80.4
E02001693,84.6
E02001694,88.8
E02001695,89.9
E02001696,85.7
E02001697,91.5
E02001698,94.4
E02001699,87.1
E02001700,88.5
E02001701,93.1
E02001702,81.9
E02001703,90.2
E02001704,85.5
E02001705,85.7
E02001706,86.9
E02001707,88.5
E02001708,88.6
E02001709,89.2
E02001710,80.5
E02001711,81.4
E02001712,85.2
E02001713,88.2
E02001714,88.6
E02001715,78.9
E02001718,81.9
E02001719,86.6
E02001720,81.2
E02001721,86.5
E02001722,84.9
E02001723,76.9
E02001724,78.2
E02001725,71.8
E02001726,78.3
E02001727,83.2
E02001728,84.7
E02001729,53.7
E02001730,55
E02001731,48.4
E02001732,78.6
E02001733,74
E02001734,72.9
E02001735,75
E02001736,57.5
E02001737,75.2
E02001738,94.5
E02001739,88.9
E02001740,93.8
E02001741,91.1
E02001742,93.5
E02001743,88.9
E02001744,89.7
E02001745,89.1
E02001746,89.8
E02001747,93.1
E02001748,88.1
E02001749,90
E02001750,91.9
E02001751,88.8
E02001752,84.1
E02001753,89.6
E02001754,91
E02001755,89.8
E02001756,84.2
E02001757,89.8
E02001758,87.7
E02001759,86.3
E02001760,80.1
E02001761,88.2
E02001762,89.7
E02001763,84.9
E02001764,80.6
E02001765,81.4
E02001766,78.8
E02001767,84.9
E02001768,78.1
E02001769,64.1
E02001770,75.6
E02001771,84.4
E02001772,81.6
E02001773,89
E02001774,80.8
E02001775,82.8
E02001776,85
E02001777,87.6
E02001778,79.9
E02001779,81
E02001780,84.6
E02001781,80.6
E02001782,84.8
E02001783,76.9
E02001784,83.1
E02001785,87.8
E02001786,82.8
E02001787,86.6
E02001788,87.1
E02001789,93.7
E02001790,90.2
E02001791,93.6
E02001792,92.8
E02001793,82.9
E02001794,84.3
E02001795,84.3
E02001796,76.6
E02001797,90.1
E02001798,84.4
E02001799,80.2
E02001800,88.1
E02001801,65.8
E02001802,81.5
E02001803,59.3
E02001804,86
E02001805,87.6
E02001806,73.8
E02001807,86
E02001808,76.1
E02001809,88.6
E02001810,87.3
E02001811,84.2
E02001812,89.7
E02001813,82.8
E02001814,86.4
E02001815,89.4
E02001816,87.2
E02001817,87
E02001818,87.8
E02001819,90.8
E02001820,88.7
E02001821,90.6
E02001822,88.9
E02001823,88.6
E02001824,88.9
E02001825,89
E02001826,86.5
E02001827,89.5
E02001828,88.5
E02001829,88.9
E02001830,89.7
E02001831,80.5
E02001832,88.1
E02001833,83.4
E02001834,74.8
E02001835,86.2
E02001836,86.3
E02001837,67.8
E02001838,89.5
E02001839,76.8
E02001840,67.3
E02001841,88.8
E02001842,72.8
E02001843,76.3
E02001844,82.6
E02001845,75.1
E02001846,68.1
E02001847,84.7
E02001848,63.9
E02001849,64.1
E02001850,67.9
E02001851,74.7
E02001852,63
E02001854,73.2
E02001855,71.4
E02001856,58.3
E02001857,59.3
E02001858,59.1
E02001859,54
E02001860,51
E02001861,55.3
E02001862,53.1
E02001863,58
E02001864,60.6
E02001865,55.5
E02001866,59.9
E02001867,57.6
E02001868,69.1
E02001869,54.7
E02001870,58.6
E02001871,70.7
E02001872,72.4
E02001873,48.6
E02001874,55.8
E02001875,56.3
E02001876,50.6
E02001877,55.5
E02001878,56.4
E02001879,52.8
E02001880,63.7
E02001881,57.8
E02001882,67
E02001883,69.1
E02001884,55.7
E02001886,62
E02001888,70.2
E02001889,58.9
E02001890,62.6
E02001892,62.2
E02001893,74.2
E02001895,72.5
E02001896,59
E02001897,55.3
E02001898,82.6
E02001899,84.3
E02001900,63.9
E02001901,79.1
E02001902,78.1
E02001903,57.4
E02001904,62.1
E02001905,65.2
E02001906,77.8
E02001907,78.8
E02001908,59.5
E02001909,57.4
E02001910,58.1
E02001911,66.3
E02001913,65.2
E02001914,71.3
E02001915,69.1
E02001916,64.7
E02001918,72.4
E02001919,72.8
E02001920,71.6
E02001921,71.4
E02001922,61.6
E02001923,67.2
E02001924,73.1
E02001925,72.8
E02001926,72.4
E02001927,69.5
E02001928,75.2
E02001929,69.2
E02001930,79.7
E02001931,77.4
E02001932,70
E02001933,76.8
E02001934,78.5
E02001935,76.2
E02001936,84.7
E02001937,73.4
E02001938,80.9
E02001939,80.1
E02001941,72.6
E02001942,80
E02001943,78.1
E02001944,80.1
E02001945,71.4
E02001946,84.6
E02001947,69.8
E02001948,81.7
E02001949,78.7
E02001950,82.7
E02001951,72.9
E02001952,73.7
E02001953,83.2
E02001954,69.6
E02001955,78
E02001956,80.8
E02001957,83.7
E02001958,75.4
E02001959,79.6
E02001961,70.8
E02001962,64.1
E02001963,84.2
E02001964,67.1
E02001965,81.5
E02001966,54.4
E02001967,85
E02001968,69.4
E02001969,72.6
E02001970,80.1
E02001971,83.6
E02001972,55.5
E02001973,66.9
E02001974,84
E02001975,80.6
E02001976,78.7
E02001977,58.6
E02001978,73.3
E02001979,89.6
E02001980,90.3
E02001981,51.5
E02001982,86.4
E02001983,82.5
E02001984,74.1
E02001985,47.3
E02001986,77.3
E02001987,69.9
E02001988,52
E02001989,77
E02001990,86.1
E02001991,84.8
E02001992,72.3
E02001993,72.4
E02001994,73.9
E02001995,66.2
E02001996,70.5
E02001997,88.1
E02001998,87.6
E02001999,66.8
E02002000,82.2
E02002001,85.6
E02002002,91.8
E02002003,85.1
E02002004,83
E02002005,73.9
E02002006,84.1
E02002007,89
E02002008,86.8
E02002009,68.4
E02002010,68.7
E02002011,90.9
E02002012,77.9
E02002013,92.3
E02002014,72.2
E02002015,86.8
E02002016,80.3
E02002017,78
E02002018,91.1
E02002019,80.8
E02002020,90.3
E02002021,74.1
E02002022,83.5
E02002023,89.3
E02002024,85
E02002025,80.6
E02002026,89.4
E02002027,92.4
E02002028,90.9
E02002029,86.6
E02002030,84
E02002031,78.8
E02002032,80.7
E02002033,85.7
E02002034,84.7
E02002035,89.3
E02002036,76
E02002037,88.7
E02002038,85
E02002039,85.1
E02002040,91.6
E02002041,89.8
E02002042,90.2
E02002043,80.1
E02002044,76.7
E02002045,81.1
E02002046,74.6
E02002047,80.3
E02002048,85
E02002049,81.2
E02002051,76.2
E02002052,73.3
E02002053,75
E02002054,76.2
E02002055,73.7
E02002056,75
E02002057,76.8
E02002058,74.3
E02002059,71.4
E02002060,69.3
E02002061,67
E02002062,65.6
E02002063,71
E02002064,78.2
E02002065,65.4
E02002066,66
E02002067,82.5
E02002068,57.7
E02002069,77.1
E02002070,62.2
E02002071,78.6
E02002072,77.8
E02002073,72.5
E02002074,77.8
E02002075,79
E02002076,70.3
E02002077,80.2
E02002078,81.5
E02002079,78.1
E02002080,79.9
E02002081,84.4
E02002082,73.9
E02002083,87
E02002084,74.4
E02002085,75.3
E02002086,75.3
E02002087,75.1
E02002088,75
E02002089,82.8
E02002090,81.2
E02002091,83.2
E02002092,81.8
E02002093,84.2
E02002094,89.7
E02002095,85.2
E02002096,83.5
E02002097,89.4
E02002098,85.2
E02002099,81.9
E02002101,85.6
E02002102,83.2
E02002103,89.4
E02002104,87.7
E02002105,92.1
E02002106,90.8
E02002107,85.9
E02002108,90.4
E02002109,86.4
E02002110,86.2
E02002111,84.3
E02002112,88.9
E02002113,84.4
E02002114,90
E02002115,83.7
E02002116,89.7
E02002117,86.1
E02002118,80.9
E02002119,86.8
E02002120,86
E02002121,78.1
E02002122,70
E02002123,83.3
E02002124,87.1
E02002125,82.9
E02002126,76.5
E02002127,68.7
E02002128,85.8
E02002129,85.9
E02002130,76
E02002131,90.3
E02002132,79.1
E02002133,78.2
E02002134,76.1
E02002135,67.6
E02002136,76.8
E02002137,91.1
E02002138,78.8
E02002139,65.4
E02002140,68.3
E02002141,88.6
E02002142,70.8
E02002143,68.7
E02002144,87.3
E02002145,72.6
E02002146,77.2
E02002147,75.4
E02002148,85.6
E02002149,79.7
E02002150,76.6
E02002151,73.8
E02002152,72.5
E02002153,82.5
E02002154,72.7
E02002155,65.1
E02002156,82.6
E02002157,84.1
E02002158,82.2
E02002159,63.3
E02002160,81.6
E02002161,57.3
E02002162,86.6
E02002163,62.1
E02002164,45.4
E02002165,64.8
E02002166,69.4
E02002167,85.2
E02002168,56.2
E02002169,86.9
E02002170,78.2
E02002171,75.3
E02002174,81.7
E02002175,68.8
E02002176,82.4
E02002177,68.6
E02002178,79.7
E02002179,84.9
E02002180,79.1
E02002181,77.5
E02002182,79.5
E02002183,93.5
E02002184,92.2
E02002185,92.7
E02002186,90.1
E02002187,94.1
E02002188,85.6
E02002189,73.3
E02002190,68.7
E02002191,71.5
E02002192,90.7
E02002193,74.5
E02002194,81.7
E02002195,91.2
E02002196,86
E02002197,85.2
E02002198,86.5
E02002199,88.6
E02002200,87.3
E02002201,84.2
E02002202,80.1
E02002203,79.7
E02002204,88.2
E02002205,87.5
E02002206,82.1
E02002207,67.6
E02002208,78.2
E02002209,67.3
E02002210,76.8
E02002211,68.1
E02002212,64.2
E02002213,86.6
E02002214,78.2
E02002215,67.4
E02002216,62.5
E02002217,63.7
E02002218,74.6
E02002219,60.5
E02002220,66.5
E02002221,55.9
E02002222,70.1
E02002223,56.5
E02002224,62.1
E02002225,82.7
E02002226,49
E02002227,59.3
E02002228,68.7
E02002229,81.9
E02002230,54.2
E02002231,74
E02002232,60.9
E02002233,61.5
E02002234,67.8
E02002235,62.1
E02002236,77.2
E02002237,76.8
E02002238,73.6
E02002239,76.4
E02002240,87.5
E02002241,79.7
E02002242,85.8
E02002243,82.2
E02002244,87.2
E02002245,73.9
E02002246,91.7
E02002247,86.4
E02002248,78.9
E02002249,75.5
E02002250,86.1
E02002251,72.4
E02002252,84.6
E02002253,68.3
E02002254,91
E02002255,62.4
E02002256,82.2
E02002257,64.2
E02002258,88
E02002259,82.4
E02002260,84.4
E02002261,82.8
E02002262,87.8
E02002263,85.2
E02002264,88.3
E02002265,86
E02002266,88.2
E02002267,87.6
E02002268,85.8
E02002269,89.3
E02002270,91.6
E02002271,90.1
E02002272,83.7
E02002273,87.8
E02002274,89.1
E02002275,83.7
E02002276,81.6
E02002277,76.4
E02002278,85.4
E02002279,82.9
E02002280,72.7
E02002281,80.6
E02002282,76.6
E02002283,73.5
E02002284,87.1
E02002285,89.5
E02002286,75.9
E02002287,70.8
E02002288,81.8
E02002289,73.8
E02002290,90.7
E02002291,89.3
E02002292,84.5
E02002293,63.8
E02002294,74.3
E02002295,68.8
E02002296,89.9
E02002297,82.9
E02002298,84.3
E02002299,59.7
E02002300,88.3
E02002301,64.7
E02002302,89.9
E02002303,83.9
E02002304,71.4
E02002305,74.5
E02002306,90
E02002307,84.8
E02002308,85.5
E02002309,71.7
E02002310,81.1
E02002311,86
E02002312,54.4
E02002313,66.3
E02002314,86.6
E02002315,82.1
E02002316,90.4
E02002317,77.6
E02002318,81.1
E02002319,88
E02002320,86.7
E02002321,87.7
E02002322,88.7
E02002323,91
E02002324,92
E02002325,89.4
E02002326,92
E02002327,92.8
E02002328,90.4
E02002329,88.6
E02002330,92.5
E02002331,83.9
E02002332,89.3
E02002333,91.1
E02002334,92.3
E02002335,92.8
E02002336,92.8
E02002337,92.7
E02002338,90.8
E02002339,85.6
E02002340,88.8
E02002341,89.5
E02002342,88.8
E02002343,90
E02002344,84.7
E02002345,88.1
E02002346,83.2
E02002347,79.4
E02002348,83.6
E02002349,82.9
E02002350,91.8
E02002351,92.2
E02002352,82.4
E02002353,84.8
E02002354,82.4
E02002356,89.6
E02002357,85.5
E02002358,82
E02002359,91.3
E02002360,82.6
E02002361,82.6
E02002362,77.4
E02002363,82.9
E02002364,76
E02002366,75.2
E02002367,66.6
E02002368,89.7
E02002369,71.1
E02002370,77.1
E02002371,58.1
E02002373,73.3
E02002374,73.2
E02002375,70.9
E02002376,63.4
E02002377,47.5
E02002379,72.4
E02002380,83.6
E02002381,84.3
E02002382,38.1
E02002383,69.4
E02002384,51.1
E02002385,65.9
E02002386,89.4
E02002387,76.2
E02002388,73.4
E02002389,67.9
E02002390,80.5
E02002391,86.8
E02002392,51.2
E02002393,52.6
E02002394,54.2
E02002395,82.6
E02002396,77
E02002397,83.3
E02002398,89.2
E02002399,71.7
E02002400,63.2
E02002401,70.2
E02002402,90.2
E02002403,89.1
E02002404,66.1
E02002405,85.1
E02002406,92.7
E02002407,71.5
E02002408,86.9
E02002409,80.7
E02002410,81.2
E02002411,62.9
E02002412,83.4
E02002414,63
E02002415,51.6
E02002416,86.8
E02002417,88.8
E02002418,89
E02002419,72.9
E02002420,69
E02002421,69.9
E02002422,87.8
E02002423,74.9
E02002424,86.8
E02002425,89.3
E02002426,88.8
E02002427,86.2
E02002428,78.4
E02002429,87
E02002430,68.9
E02002431,83.7
E02002432,89.3
E02002433,82.9
E02002434,83.9
E02002435,86.2
E02002436,86.1
E02002437,90.3
E02002438,79.5
E02002439,82.2
E02002440,83
E02002441,82.8
E02002442,86.7
E02002443,88.6
E02002444,87.8
E02002445,88.9
E02002446,90.1
E02002447,81.9
E02002448,81.2
E02002449,88.1
E02002450,84.4
E02002451,91.2
E02002452,84.8
E02002453,78.2
E02002454,65.2
E02002455,82.1
E02002456,73.8
E02002457,72.6
E02002458,88.2
E02002459,79.5
E02002460,91
E02002461,86.3
E02002462,88.5
E02002463,77.5
E02002464,84.2
E02002465,83.2
E02002466,88.8
E02002467,68.1
E02002468,89.8
E02002469,88.1
E02002470,92.6
E02002471,90.3
E02002472,88.4
E02002473,88.1
E02002474,85.7
E02002475,91.2
E02002476,80.6
E02002477,81.8
E02002478,82
E02002479,84.1
E02002480,77.5
E02002481,79.5
E02002482,79.6
E02002483,87.1
E02002484,79.3
E02002485,78.8
E02002487,74.7
E02002488,87.6
E02002489,76.1
E02002490,77.5
E02002491,81.1
E02002492,83.6
E02002493,90.1
E02002494,76.8
E02002496,53.2
E02002497,65.9
E02002498,46.1
E02002499,78.3
E02002500,75
E02002501,76.9
E02002502,78
E02002503,78.3
E02002504,79.2
E02002505,76.6
E02002506,76.4
E02002507,87.8
E02002508,88.6
E02002509,83.8
E02002510,91.7
E02002512,92.1
E02002513,85.3
E02002514,88.1
E02002515,80.2
E02002516,84
E02002517,83.5
E02002518,90.4
E02002519,85.5
E02002520,90.8
E02002521,87.2
E02002523,73.3
E02002524,88.2
E02002525,84.9
E02002526,87.9
E02002527,83.1
E02002529,85.8
E02002530,86.8
E02002532,86.3
E02002533,90
E02002534,92.4
E02002535,91.7
E02002536,87.3
E02002537,81.3
E02002538,86.3
E02002539,90.9
E02002540,92.4
E02002541,86.4
E02002542,79.2
E02002543,80.9
E02002544,78.3
E02002545,90.4
E02002546,78.9
E02002547,90.6
E02002548,70.1
E02002549,91.6
E02002550,85.7
E02002551,62.5
E02002552,84
E02002553,83.7
E02002554,82.3
E02002555,89.7
E02002556,89.6
E02002557,88.8
E02002558,89.9
E02002559,89.9
E02002560,88.1
E02002561,89.5
E02002562,79.9
E02002563,87.2
E02002564,86.8
E02002565,83.1
E02002566,72.6
E02002567,81.2
E02002568,90.2
E02002569,93.2
E02002570,78.6
E02002571,79.6
E02002572,77.7
E02002573,91
E02002574,90.4
E02002575,88.3
E02002576,83.9
E02002577,79.1
E02002578,81.8
E02002579,80.2
E02002580,71.5
E02002581,83.9
E02002582,83.5
E02002583,75
E02002584,82.2
E02002585,79.4
E02002586,74.7
E02002587,76.3
E02002588,77.4
E02002589,89.4
E02002590,85
E02002591,87.9
E02002592,86.6
E02002593,84.8
E02002594,79.9
E02002595,72.9
E02002596,84.9
E02002597,75.7
E02002598,87.4
E02002599,86.5
E02002600,76.8
E02002601,86
E02002602,70
E02002603,86.1
E02002604,89.6
E02002605,85.2
E02002606,72.3
E02002607,74.2
E02002608,91.1
E02002609,79.9
E02002610,89.7
E02002611,90.6
E02002612,88.5
E02002613,88.8
E02002614,91.8
E02002615,79.8
E02002616,79.9
E02002617,74.6
E02002618,75.3
E02002619,71.1
E02002620,69.3
E02002621,71.7
E02002622,68.3
E02002623,70.7
E02002624,88.7
E02002625,75.3
E02002626,80.2
E02002627,85.9
E02002628,80.6
E02002629,77.2
E02002630,81.1
E02002631,86.2
E02002632,89.9
E02002633,87.6
E02002634,87.3
E02002635,86.8
E02002636,84.5
E02002637,83.9
E02002638,68.6
E02002639,76.1
E02002640,71.3
E02002641,82.7
E02002642,68.6
E02002643,71.5
E02002644,84.7
E02002645,69.6
E02002646,81.9
E02002647,77.7
E02002648,80.8
E02002649,83.7
E02002650,85.9
E02002651,86.9
E02002652,85.1
E02002653,78.7
E02002654,71.9
E02002655,82.1
E02002656,90.3
E02002657,88.5
E02002658,90.2
E02002659,76.2
E02002660,82.1
E02002661,82.5
E02002662,86.2
E02002663,71.9
E02002664,91
E02002665,84.9
E02002666,51.3
E02002667,83.2
E02002668,76.8
E02002669,66.4
E02002670,85
E02002671,77.8
E02002672,74.5
E02002673,79.5
E02002674,86.5
E02002675,61.4
E02002676,74.9
E02002677,78.7
E02002678,75.3
E02002679,86.6
E02002680,66.8
E02002681,58.8
E02002682,75.4
E02002684,90.5
E02002685,90.4
E02002686,81.7
E02002687,84.4
E02002688,81.4
E02002689,90.4
E02002691,92
E02002692,91.7
E02002693,90.9
E02002694,90.7
E02002695,90.3
E02002696,92.5
E02002697,92.1
E02002698,91.8
E02002699,94
E02002700,87.3
E02002701,93.3
E02002702,91.3
E02002703,93.1
E02002704,91.9
E02002705,87.1
E02002706,86.7
E02002707,88.4
E02002708,90.5
E02002709,92.6
E02002710,91.2
E02002711,93.1
E02002712,91.8
E02002714,90.2
E02002715,93.2
E02002716,90.8
E02002717,88.4
E02002718,93.1
E02002719,91.4
E02002720,92.1
E02002721,90.3
E02002722,86.3
E02002723,77.4
E02002724,76.2
E02002725,92.1
E02002726,80.5
E02002727,67.2
E02002728,70
E02002729,85.9
E02002730,75.1
E02002731,70
E02002732,90.4
E02002733,82.7
E02002734,84.1
E02002735,83.3
E02002736,68.6
E02002737,84.9
E02002738,84.7
E02002739,84.3
E02002740,80.7
E02002741,82.9
E02002742,87.3
E02002743,87.7
E02002744,74.3
E02002745,91.1
E02002746,89.1
E02002747,90
E02002748,91.9
E02002749,88.5
E02002750,90.1
E02002751,89
E02002752,86.6
E02002753,88.8
E02002754,88
E02002755,66.9
E02002756,56.6
E02002757,80.8
E02002758,78.8
E02002759,90.1
E02002760,86.1
E02002761,90.9
E02002762,83.2
E02002763,81.4
E02002764,76.9
E02002765,83.2
E02002766,87.1
E02002767,90.9
E02002768,89.9
E02002769,92.1
E02002770,90.5
E02002771,90.7
E02002772,91.7
E02002773,93.4
E02002774,93.4
E02002775,89.4
E02002776,90.2
E02002777,87.8
E02002778,85.8
E02002779,89.3
E02002780,77.9
E02002781,78
E02002782,91.5
E02002783,88.2
E02002784,72.8
E02002785,87.3
E02002786,77.5
E02002787,86.2
E02002788,84.1
E02002789,80.9
E02002790,77.5
E02002791,93.4
E02002792,89.5
E02002793,88.1
E02002794,76.5
E02002795,92.6
E02002796,91.7
E02002797,91
E02002798,90.2
E02002799,80.9
E02002800,86.6
E02002801,85.7
E02002802,76.1
E02002803,70.8
E02002804,82.5
E02002805,91.2
E02002806,69.2
E02002807,85
E02002808,59.9
E02002809,86.1
E02002810,89.8
E02002811,54.1
E02002812,82.6
E02002813,53.9
E02002814,90.1
E02002815,57.9
E02002816,83.6
E02002817,84.9
E02002818,63.9
E02002819,80.4
E02002820,77.2
E02002821,66.8
E02002822,80.4
E02002823,85.3
E02002824,73.8
E02002825,86.8
E02002826,87.3
E02002827,74.9
E02002828,81.8
E02002829,70.3
E02002830,70.3
E02002831,80.2
E02002832,81.5
E02002833,81.5
E02002834,73.7
E02002835,75.9
E02002836,84
E02002837,74.8
E02002838,70.8
E02002839,79.3
E02002842,57.9
E02002843,77.8
E02002844,72.1
E02002845,73.1
E02002846,82.9
E02002847,74
E02002848,66.6
E02002849,56.9
E02002851,81.5
E02002852,68.4
E02002853,67.3
E02002854,68.3
E02002855,62.1
E02002856,70.7
E02002857,70.6
E02002858,86.2
E02002860,80.1
E02002861,70.1
E02002862,73.7
E02002863,88.8
E02002864,91.3
E02002865,88.5
E02002866,93.1
E02002867,89
E02002868,80.7
E02002869,69.1
E02002871,79.4
E02002872,71.3
E02002873,67.7
E02002874,69.7
E02002875,69.5
E02002876,74.2
E02002877,81.7
E02002878,61.7
E02002879,69.1
E02002880,64.6
E02002881,71.4
E02002882,76.4
E02002883,70.3
E02002884,61.2
E02002885,51.7
E02002886,70.8
E02002887,75.7
E02002888,63.9
E02002889,62.7
E02002890,59.8
E02002891,76.7
E02002892,72.4
E02002893,53
E02002894,81.4
E02002895,68.8
E02002896,64.3
E02002897,85.2
E02002898,65.9
E02002899,65.4
E02002901,85.6
E02002902,78.1
E02002903,78.6
E02002904,78.1
E02002905,92.4
E02002906,86.8
E02002907,85.9
E02002908,91.3
E02002909,89.8
E02002910,88.9
E02002911,92
E02002912,85.9
E02002913,90.5
E02002914,85.7
E02002915,88.9
E02002916,78.5
E02002917,83
E02002918,90.9
E02002919,83
E02002920,88.5
E02002921,78.6
E02002922,89.3
E02002923,88.6
E02002924,89.4
E02002925,87.4
E02002926,85
E02002927,88.6
E02002928,89.9
E02002929,87.1
E02002930,88.2
E02002931,88.9
E02002932,77.6
E02002933,88.6
E02002934,82.4
E02002935,81.6
E02002936,73.6
E02002937,89.7
E02002938,71.8
E02002939,81.9
E02002940,85.2
E02002941,84
E02002942,85.8
E02002943,83.8
E02002944,76.5
E02002945,73.1
E02002946,83.8
E02002947,74.5
E02002948,72.3
E02002949,84.3
E02002950,73.8
E02002951,88.6
E02002952,83.5
E02002953,83.7
E02002954,83.2
E02002955,70.5
E02002956,80.6
E02002957,91.1
E02002958,83.4
E02002959,73.2
E02002960,87.1
E02002961,66.5
E02002962,80.5
E02002963,73.4
E02002964,86.9
E02002965,66
E02002966,64.4
E02002967,76.3
E02002968,82
E02002969,73.4
E02002970,80.4
E02002971,82.3
E02002972,83.6
E02002973,81.8
E02002974,89.8
E02002975,91.3
E02002976,86.1
E02002977,86.6
E02002978,80.8
E02002979,73.7
E02002980,90.8
E02002981,83.7
E02002982,83.1
E02002983,91.9
E02002984,92.4
E02002985,89.7
E02002986,88.9
E02002987,92.6
E02002988,86.4
E02002989,87
E02002990,79.6
E02002991,75.4
E02002992,88.6
E02002993,71
E02002994,86.7
E02002995,77.5
E02002996,69.6
E02002997,81.6
E02002998,82
E02002999,82.8
E02003000,92.4
E02003001,88.9
E02003002,83.9
E02003003,82.5
E02003004,90.3
E02003005,91.9
E02003006,86.5
E02003007,89.8
E02003008,86.9
E02003009,89.2
E02003010,89.2
E02003011,90.9
E02003012,76.2
E02003013,76.1
E02003014,71.4
E02003015,80.6
E02003016,75.3
E02003017,87.9
E02003018,81.4
E02003019,77.4
E02003020,89.9
E02003021,82.3
E02003022,92.9
E02003023,78.9
E02003024,77.7
E02003025,74.1
E02003026,86.5
E02003027,83.5
E02003028,87.4
E02003029,74.5
E02003030,73.9
E02003031,83.8
E02003032,75.3
E02003033,85.4
E02003034,66.6
E02003036,71.2
E02003037,80.1
E02003038,79.8
E02003039,77.6
E02003040,75.1
E02003041,81.5
E02003043,68.7
E02003044,84.9
E02003045,81.7
E02003046,80.9
E02003047,84
E02003048,81.5
E02003049,82.3
E02003050,78.6
E02003051,79.1
E02003052,87.5
E02003053,85.8
E02003054,83.9
E02003055,77.5
E02003056,76.8
E02003057,86.3
E02003058,82.8
E02003059,83.1
E02003060,84.6
E02003061,77.1
E02003062,76.2
E02003063,90.5
E02003064,72
E02003065,88.5
E02003066,92.9
E02003067,90.1
E02003068,88.2
E02003069,92.1
E02003070,91.5
E02003071,89
E02003072,92.6
E02003073,93.8
E02003074,90.6
E02003075,92.3
E02003076,91.3
E02003077,88.3
E02003078,89.8
E02003079,89.3
E02003080,88
E02003081,89.8
E02003082,82.3
E02003084,75.2
E02003085,76.3
E02003086,85.3
E02003087,90.6
E02003088,89.4
E02003089,84.3
E02003090,88.5
E02003091,90
E02003092,91.1
E02003093,92.5
E02003094,86.5
E02003095,90.6
E02003096,86.8
E02003097,91.3
E02003098,83.2
E02003099,88.6
E02003100,80.9
E02003101,82.1
E02003102,92.3
E02003103,86.9
E02003104,86.9
E02003105,91.2
E02003106,74.2
E02003107,77.9
E02003108,88.2
E02003109,91.9
E02003110,87.5
E02003111,89.8
E02003112,86.2
E02003113,89.2
E02003114,88
E02003115,83.6
E02003116,85.5
E02003117,85.9
E02003118,89.1
E02003119,89.1
E02003120,90.5
E02003121,92.9
E02003122,90.7
E02003123,85.9
E02003124,85.4
E02003125,86.8
E02003126,88.6
E02003127,86
E02003128,85.9
E02003129,89.9
E02003130,85
E02003131,87.7
E02003132,88.7
E02003133,89.7
E02003134,85
E02003135,88.5
E02003136,92.1
E02003137,90.4
E02003138,88
E02003139,90.7
E02003140,91.1
E02003141,82.2
E02003142,84.4
E02003143,90
E02003144,72.2
E02003145,83
E02003146,76.6
E02003147,78
E02003148,66.4
E02003149,74.4
E02003150,77.2
E02003151,92.9
E02003152,91.3
E02003153,92
E02003154,84.2
E02003155,87.7
E02003156,87.5
E02003157,80.7
E02003158,85.9
E02003159,81
E02003161,72.1
E02003163,87.2
E02003164,88.9
E02003165,88.3
E02003166,85.4
E02003167,81.7
E02003168,89.8
E02003169,92.8
E02003170,89
E02003171,89.5
E02003172,82.6
E02003173,84.9
E02003174,86.6
E02003175,83.3
E02003176,78.3
E02003177,84.2
E02003178,82.2
E02003179,81.4
E02003180,75.1
E02003181,79.5
E02003182,86
E02003183,81.3
E02003184,69.7
E02003185,84.2
E02003186,67.6
E02003187,71.8
E02003188,68
E02003189,81.6
E02003190,62.4
E02003191,88.9
E02003192,64.5
E02003194,90.7
E02003195,84.4
E02003196,92.6
E02003197,86.5
E02003198,86
E02003199,86.7
E02003200,80.3
E02003201,80.3
E02003202,80.8
E02003203,81.1
E02003204,84.2
E02003205,87.7
E02003206,84
E02003207,83.9
E02003208,78.4
E02003209,84.6
E02003210,86.9
E02003211,87.4
E02003212,90.1
E02003214,80.4
E02003215,91.8
E02003216,89.1
E02003217,84.8
E02003218,83.6
E02003219,89.6
E02003220,89.5
E02003221,82.7
E02003222,88
E02003223,81.9
E02003224,90.4
E02003225,86.1
E02003226,73.7
E02003227,79.9
E02003228,84.9
E02003229,87.2
E02003230,71
E02003231,79.7
E02003232,83.5
E02003233,83.1
E02003234,86.4
E02003235,86.7
E02003236,90.2
E02003237,90.7
E02003238,82.9
E02003239,87.5
E02003240,90.9
E02003241,86.8
E02003242,80.9
E02003243,67.1
E02003244,64.2
E02003245,60.8
E02003246,48.7
E02003247,69.2
E02003248,56.2
E02003249,63.1
E02003250,49.4
E02003251,82.4
E02003252,63.1
E02003253,69.3
E02003254,86.9
E02003255,78.6
E02003257,67.3
E02003258,81.6
E02003259,73.2
E02003260,67.4
E02003261,79.7
E02003262,69.6
E02003263,71.6
E02003264,78.5
