postcode,measure_a,measure_b
LE17 4EZ,17.66303025,50.8744843
NW9 6RN,10.10098073,122.5816448
WV10 6PX,18.60426464,60.88155012
NE27 0SJ,14.82242541,60.85989821
HU17 8XE,9.500826831,18.3729944
HP20 2HX,18.77460317,67.24372392
LU7 1WS,34.88873287,129.628604
NG23 7RA,29.67539448,203.5601424
BS40 8SL,9.616531695,78.61835135
NG4 2PA,23.41541466,149.1684262
BA1 6AE,19.77464061,134.8493655
S66 1YZ,32.51514246,166.3830215
BD23 1RT,31.07411658,151.6783439
GU21 6ND,15.64627029,87.67295235
NE65 0PE,12.88905019,54.59953968
WF8 4PQ,11.75863124,5.468678204
NE66 2DH,12.32929209,79.22591502
BH23 3PY,20.97448801,169.942206
S9 2LF,31.1512099,181.9899908
S5 9QY,38.7875555,105.4962677
SY11 4QA,11.27359698,89.51532155
BS37 5PW,14.7970129,82.33024371
ME15 9NN,23.91748518,136.3056911
SG6 3TS,20.59422679,122.9253412
NN1 1HB,15.18113271,19.03971662
OL9 7LD,12.85638465,40.57056392
WN3 5AA,13.37261678,110.5389977
CV34 5AN,7.329454427,-11.34355563
WA16 8EB,15.57251865,110.7935639
E20 1YY,29.45453296,204.2233071
S45 9AG,35.82580715,202.3183928
TF10 9EW,12.88334407,102.4574868
BS16 3US,14.86330411,83.22859361
BD21 5AE,22.63931701,111.6553406
BD3 7HZ,18.05241656,6.267292242
TS17 7BP,31.94274766,133.4420481
SR3 2NE,29.20821283,124.5834263
WF11 8ER,13.52170882,66.64598918
NE25 8HN,24.29484118,132.2762344
LN11 9AB,10.34069509,124.9758866
TS24 8BZ,13.13902857,65.31685531
NE4 9SZ,43.34261855,217.6066769
YO16 4SJ,22.34340209,94.33439354
LE10 1YA,11.16007511,109.4777374
NG19 7ES,23.31242765,33.83366359
NG24 3NG,38.95162762,217.3985685
L11 2BD,19.49422321,115.2658514
HP13 5HP,16.66549061,88.74031285
CW9 7QD,17.63089507,102.3640825
HD1 6NW,34.51159798,190.1576725
SN1 7AP,15.30864729,156.384976
SK4 1TN,36.62654192,70.20351748
E15 1EN,9.9085153,18.44365971
E151EN,11.44944173,157.8829338
LE13 1QR,31.3885027,119.4537233
B10 0XA,17.02610841,55.6191264
DN14 6AE,12.80791809,129.8838279
AL1 4SU,13.68905311,54.55047414
PE27 4NB,18.70277107,145.518472
NR21 8SW,13.66394029,94.80000421
L33 7TT,22.65003657,73.65658653
SP11 8BF,24.72407958,87.9704042
WA7 5TW,42.70831109,157.0794057
SN25 1JE,29.53927153,146.8889431
HG4 2SB,16.86243323,110.3402469
PR25 3UR,12.56022465,122.9011478
B98 0SW,21.42214139,65.40763639
WA8 6UA,18.19559798,57.44873784
CW1 3AW,15.58214193,80.619198
CA28 7RW,11.12568736,111.826509
BB6 7AL,34.02113065,200.6693991
WN7 4JY,24.85732621,164.2943007
CA11 7JU,14.37881825,114.6163202
NE8 4DT,35.52214996,219.1995629
GL2 4PE,17.01500051,27.35339724
CT5 3JE,28.85681573,184.4116148
WN7 5SJ,25.01939834,134.4268003
OL8 1DB,30.40813006,134.6793202
HU9 1PW,33.49662255,104.2341685
RG14 7HB,45.14000505,172.2509943
RG24 9AS,26.89368682,168.9338525
DN5 8RN,20.62970195,40.83689088
DY7 6NY,46.30159006,293.2569802
LE10 3BZ,25.12716315,46.95012237
BS23 1UA,10.65320716,41.92702643
BS22 7XS,25.44447807,216.3869538
LE1 3UD,76.34684246,300.5082887
SK23 0HZ,20.64664672,155.5137476
HP18 0PL,43.04937934,213.2185362
HU15 1AF,19.58496292,30.83096487
GU51 1HA,20.98734113,154.4553037
ME5 7PX,19.1999279,55.50656985
BD1 4RB,21.14147914,117.7215489
GL2 0XH,37.01539292,179.697011
BN43 5LD,26.62865758,245.6874317
WF8 2LN,32.27338201,156.2937617
S65 3BA,19.99192999,46.18376416
TQ2 7JA,34.85867199,79.734256
EX4 8GA,30.59018815,37.62404931
S44 5HP,21.96444078,124.9526081
HD1 6HQ,9.015678696,100.3097127
WF5 8PA,12.81608012,86.78000496
HX6 3AN,36.52607049,85.00556444
WF1 4DR,13.0822659,98.32728958
HD7 5AB,13.88683299,108.4669717
WF1 2TF,17.81556316,170.690858
LS7 3DT,33.5693879,116.0691665
HX7 7BL,15.16368752,116.9829389
HX1 2JD,17.72932794,168.7008086
SY6 6BL,21.26374981,49.92947871
SY8 1QF,14.32673471,47.4628001
W5 4JJ,10.30103892,118.9895751
UB2 4NU,11.23962267,159.6586273
W7 2JT,13.12772388,53.40820364
W8 7BS,13.40761675,103.4483897
W11 4EQ,7.465106871,88.32497938
W10 5UG,12.27294041,153.6991541
W11 2AB,9.211300223,82.36627911
W10 6DH,15.96486476,56.69795093
SW3 2LR,7.83574513,-17.50413202
SW5 0AQ,10.05700496,74.58565699
W10 6PP,7.304129598,-5.277442487
SW5 9SB,20.7803225,101.0930683
SW10 0SF,8.112020612,-6.760609943
SW5 0JJ,19.97022734,109.660206
W14 8JA,16.28469904,177.6353298
SW5 0JW,18.64122648,107.0358512
SW5 0JN,14.92240296,42.9999871
NE36 0DJ,27.69410883,215.7372128
NE33 1RF,10.32679653,158.1298631
NE34 9JD,20.07301893,146.4336597
NE34 8ET,10.51485627,3.782308566
NE33 4AQ,9.629217703,119.5213002
NE33 1JF,8.428904326,177.7171959
NW6 7TJ,9.992253804,24.02462917
NW6 7EH,18.90757473,177.000735
NW6 6DH,23.3601052,97.98404365
NW10 5AB,13.92395652,58.95657069
NW10 5AE,25.01130302,196.3558305
NW6 6DG,14.11828261,34.83888891
NW6 7HL,16.75383913,168.3113932
NW6 7EQ,11.65963266,39.13687336
NW6 6DJ,15.22010388,36.14463764
NW10 1ND,8.926568844,124.0911458
NW10 5UB,17.92731432,145.2996531
NW10 5AA,11.39469644,109.960857
NW10 1NB,11.47879592,1.742684343
NW6 7HG,19.56052475,77.48657658
NW2 6UJ,18.61541256,85.7553339
NW10 5AD,26.49665665,177.4348802
NW2 6UN,11.51208919,134.887151
HA9 8DG,20.83604763,82.85093719
NW6 7ER,15.83275217,38.74546593
NW10 4DY,17.76171764,149.98006
NW10 5UA,11.09828141,61.57969772
NW2 6TY,9.705866682,33.99868405
HA9 8DF,10.06642805,113.2435437
NW2 6TX,14.27935267,85.95428332
NW6 6TS,12.367061,16.87505283
NW6 6TL,10.94867293,95.28700019
NW6 6DL,15.91105541,118.84412
NW6 7HH,19.24998971,102.2192325
NW2 6UE,15.02720602,99.59647904
NW2 6UD,18.53525781,24.48243641
NW10 4DT,10.6386155,8.750196263
HA9 8UP,8.706773905,-56.87775008
SE15 3UD,14.23657407,89.56433518
SE24 9LS,12.81091451,140.0713928
SE22 9DH,11.21104513,134.2605816
SE24 9LF,23.99209607,133.7779811
SE15 3DB,15.86413888,91.56120595
SE16 5LJ,25.22742252,75.93876692
SE15 3UF,10.68505022,73.78274303
SE19 1HD,24.19214495,165.3729263
SE15 3EA,34.62543523,177.2683724
SE22 0QL,9.563595206,54.25979297
SE15 3BY,45.48939873,276.1941989
SE22 8UH,21.68835437,74.10905137
SE21 7JR,12.93876352,27.4291167
SE15 3UE,24.78306512,99.160977
SE24 9QL,15.51493557,136.1072544
SE15 3BT,19.49729496,112.2361637
SE1 5AD,9.449045418,170.9442251
SE15 3UA,14.19306573,94.02992954
SE24 9HE,13.08496994,129.7336702
SE220LN,8.782398198,-3.175801066
SE5 9HQ,12.12345941,-3.498997776
SE15 1NE,23.10031645,161.214108
SE24 9LE,16.28991345,165.7039951
SE16 4DD,12.32940585,49.90562733
SE5 8LY,18.76354331,87.75484862
SE16 3NJ,19.5238026,107.5923981
SE1 3JG,25.74986082,14.30296527
SE22 9JH,10.28548276,41.0790066
SE217EG,14.67318583,56.11651406
SE5  8LE,8.254007765,108.8268901
SE22 0QY,11.31560592,117.5991968
SE24 9NY,17.90333776,99.18766214
SE22 0AU,15.43702353,46.48247635
SE15 3AL,25.2790089,160.8266449
SE220RX,18.71760805,89.24852731
SE249PL,11.0250769,160.4529697
SE22 8PX,19.8206834,117.650921
SE24 9JL,7.690877523,145.7327351
SE22 9NB,8.24431665,61.01079488
SE15 3BL,16.80909651,144.7096286
SE15 1PY,35.71801396,211.5236633
SE24 9NA,10.28519522,133.7521528
SE24 9NT,27.30039932,168.5734759
SE249PH,23.88696788,167.4697599
SW6 1JX,18.07169161,140.519963
W6 0TB,14.16192711,123.3098437
N7 0PX,7.688678907,44.93321818
E17 6LA,7.068673739,59.22059169
E17 4AZ,16.4052885,129.2315149
E17 4AY,7.009082368,-23.62069343
LU2 0JS,17.14539557,45.59875589
SW5 9PD,18.58319837,5.867521827
W11 2PJ,17.46485128,148.12135
W8 5PZ,14.07533015,7.617187452
B97 4LH,40.09043737,208.8327607
WF3 4JP,24.75708563,189.101461
TA10 9JH,12.02923552,39.77392018
SN13 8HN,25.99595612,142.6196486
SW1V 3QN,12.72760939,115.8214605
SW1V 4QA,16.7308289,139.9070559
W1U 7HT,14.82682458,96.97841015
W1H 1PS,18.99095998,84.78970666
W1U 7HZ,9.670848804,124.5396249
SW1V 2QS,11.71933783,76.8427914
W2 5UB,13.16063314,14.76431933
W9 3PJ,7.224146789,-15.53777398
NW6 1LN,13.08583433,40.21091303
NW6 3EB,16.38023123,135.0009882
NW3 7DU,16.09634736,104.9084891
SE7 7PH,7.939805709,75.16865781
SE7 7PX,16.09276426,33.07606483
SW9 0EF,15.84626123,70.9845756
SW4 9JJ,7.070849211,83.75734566
TW1 4HU,15.63821662,130.6492865
TW1 4SG,17.54248049,-38.9593147
SW13 9PN,8.666979145,75.55727436
SW15 1RW,15.69377502,117.239692
SW3 5TS,17.17880697,117.3269965
W10 5QA,20.07700135,117.3795419
W8 6RG,18.98066494,48.85138372
W10 6SW,20.71671322,77.10883947
SW1X 9RU,10.58375055,0.53840646
W10 6TH,15.67843203,126.5018374
SW3 2AL,17.46257625,33.22415652
SW5 9DG,17.97989894,91.80685778
SW5 0NF,13.21175142,22.08527517
W11 1QU,20.52993405,88.69389797
SW10 9AD,8.967620591,57.47568705
W11 4RT,16.09643854,99.7031397
W11 4EU,14.29305636,123.3751578
W11 3BU,17.83437128,46.56687026
TW1 3HY,20.28935482,86.17582428
BS1 6PX,13.79993664,90.99729973
BS8 1EH,22.41427798,45.83583077
BS4 5RU,34.77246042,64.29045017
BS1 5UU,23.78073112,90.64760759
DE4 5DP,38.95673597,182.6851999
LE14 2TN,24.40434218,114.3380885
NR27 9EN,27.30235118,126.7423806
RG21 4AW,31.5401787,95.71778556
PO9 5HB,42.18111657,178.9919698
WF1 2ZE,13.64142428,-6.961972305
PO8 0QE,30.60214386,142.4419803
TW11 8LZ,8.432921688,88.62929945
SO45 1BR,8.856843815,52.13470114
SO45 1AD,23.73900611,131.3267359
SO31 5GA,18.61255837,46.16389881
IP33 3AR,17.53581338,38.39639716
IP33 3NZ,11.75090496,52.12065081
IP33 2AE,19.3326821,111.6934329
IP33 2BB,17.18152646,57.4385437
IP33 1QT,14.37488359,57.87590796
IP33 1YW,11.31476197,90.04662293
CB8 8ES,22.61045043,127.8880629
CB8 7JT,6.654621186,61.24479983
S60 2LT,11.02849506,43.58483391
YO62 4LF,28.22363715,142.7157969
S65 4NU,11.24199838,66.98999678
S26 5RN,28.50723797,132.9019523
S62 6AE,45.83304435,189.7529214
S26 4WD,27.93391183,30.91649245
S63 7RZ,21.89111417,93.46199185
S60 1NG,9.547247982,198.6719767
S65 1HP,19.74083368,82.43570847
S64 8AW,21.54314778,116.3339602
S65 2AH,24.82727588,150.4076328
Rg17 0EJ,15.0694642,73.65326544
Rg17 0EH,15.85690409,136.1421167
RG17 0NA,19.98879422,182.8363973
RG17 0NF,14.32946914,129.4432169
RG17 0EA,12.6712611,-15.54840594
SO15 2TZ,44.52023703,173.311064
SO14 3AU,40.40375762,190.0225368
SO15 2BG,31.5480017,243.8914969
BN3 5RB,14.19565312,21.71656161
BN2 1FF,28.18172963,118.3709638
BN1 3RR,14.37130223,149.2692712
BN1 5ND,21.18743304,52.46134819
BN1 6EB,14.24103151,102.7636146
BN1 5NL,22.71853802,113.7509521
BN1 6LF,17.88800679,128.9713775
BN1 3AD,13.74551926,58.65024096
BN1 3JL,18.55108121,59.73772078
BN1 2LE,28.14949482,118.3143793
BN1 3AA,25.693113,32.67824666
BN2 0GW,20.6031679,40.83170786
BN1 5DL,20.24449191,131.0911532
BN1 6PH,9.584635144,39.56473338
BN1 6PE,22.67889822,79.03409902
BN1 6PF,19.29155304,133.281592
BN1 3PN,22.04143837,150.4512533
BN2 0FL,25.41153544,210.8119331
BN2 1TJ,13.04722699,43.44343623
BN1 3HJ,20.55672621,67.87952883
BN1 5AJ,17.6825312,48.52190323
BN2 0JJ,17.85187522,-10.61192011
BN1 3FS,21.7115709,66.70651487
SW1V 4BN,19.15196421,117.2553067
NW8 9RD,17.27873303,124.0953617
NW1 3RG,8.108239884,101.0722788
SW6 1JH,13.93009018,-39.16139354
NW6 1EH,20.0746649,129.5010659
W5 1LR,17.26730823,65.33812472
W9 1DX,16.63255118,110.0520125
SE19 1DX,12.25645715,-28.40180719
W2 4BG,16.88656084,120.0236152
TW11 8RT,18.32337756,131.3515756
SW13 9PJ,17.71925152,126.1409524
NW6 3PN,13.77188184,107.4247763
SO15 1QH,27.94301414,145.9420538
SO19 2DJ,13.68230849,148.5527756
SO18 1DN,13.2292289,44.81579009
SO19 9DT,16.43910438,139.9366798
SO19 7BY,14.24934249,32.34389561
NG17 7LL,21.28103384,89.64500889
SO19 9EG,28.23446013,161.8760094
SO18 6TE,12.92780243,127.6980505
SO19 7NP,14.60646987,111.5016633
SO19 9DW,17.50503584,145.4559883
BN3 3UA,26.86521692,84.85374844
BN3 3RG,14.94328474,55.35668423
BN1 5DE,15.90048528,121.8319947
BN1 6JR,10.04003728,125.5281937
BN1 6AJ,19.06463227,73.79238496
BN3 3BF,19.94773271,90.12211698
BN2 1JP,28.76052132,155.3159908
BN3 2PN,26.48572913,56.44932239
BN1 6HE,27.1555589,189.5048082
BN1 6DJ,27.07904085,99.09400756
BN2 1HE,29.03868165,135.2363305
BN1 6FF,18.78712079,111.4339258
BN3 5NL,21.25579922,97.57548682
BN1 6SG,12.93352163,12.98657812
BN1 6HA,17.49665106,131.229651
BN3 5AB,25.39591707,81.43620764
BN3 3DA,21.55760812,143.3957028
BN3 3BJ,10.15003446,136.3519292
BN1 6GN,21.83110035,165.3654665
BN3 5BE,12.25245214,8.310699855
BN2 9PE,30.70562119,92.88384902
BN3 1DE,28.94799458,203.2866688
BN3 5BD,14.69153529,190.832611
BN3 5BA,15.03975315,146.6482622
BN3 5FD,20.70217423,139.5705772
BN3 3RR,22.16681617,87.05438283
BN3 5DA,14.54153587,55.87560737
BN2 1QF,30.36217194,111.1520248
BN1 6GH,19.60411715,73.14224361
BN1 4QA,20.33669982,70.60550184
BN1 7JB,15.94073404,96.1013029
BN3 1JY,21.44340433,130.9443623
BN1 6HF,28.96100817,213.342254
BN3 2TP,18.46116753,116.7364323
BN3 6HR,25.98626811,89.11529056
BN2 9YF,27.80039835,130.5231859
BN3 6HH,11.92694629,61.15539787
BN3 5RG,19.34612086,88.21729161
BN2 9ZE,28.46116052,140.305857
N1 0QX,11.61111141,71.69646578
N1 0QY,7.613318877,99.39300826
N1 0QD,18.8805129,56.95117387
EC1R 1UU,15.07622005,35.59506911
EC1R 1XS,15.8036991,35.08759088
N1 1EA,20.90486247,161.5993919
N1 1PF,10.32882613,75.42161834
N1 1EB,8.130235782,78.47174508
N1 1DJ,12.41412618,20.75492943
IP22 2AA,29.3731739,136.0051623
BN3 1RP,25.43309396,123.8057584
BN2 0BQ,19.60487427,68.54082774
BN3 5QB,16.92401698,-1.378327866
BN2 0FY,18.67700877,74.24236925
BN2 9UQ,13.33303607,119.1227542
BN1 4EF,19.12538717,43.35914094
BN3 5SP,12.02836575,43.05007262
BN3 2PB,16.74112666,4.961414676
BN3 1TQ,24.44142418,105.4629764
BN2 1NA,11.15112019,16.7846043
BN1 5PN,26.39482903,137.6120422
BN3 5FT,13.63026519,-7.766226771
BN3 5FN,27.28424934,174.7554662
BN2 1GB,11.38987514,173.962536
BN2 0FG,21.46022892,90.44063056
BN3 4GJ,32.88852257,194.6669256
BN3 4GS,26.72645246,88.7983617
BN3 5AG,17.03881251,76.32630442
BN2 9ZG,26.39389817,127.1184226
BN3 1JF,18.3621864,174.3497805
BN3 1FH,13.05989087,42.129245
BN3 6HG,20.48436822,143.148366
BN2 3AD,24.49789272,141.391112
BN2 3BE,30.52463258,145.945382
BN2 9NW,13.35271533,62.56867235
BN2 9UF,28.66970068,104.96355
BN3 4HG,12.38329519,186.8121689
BN3 4LL,13.38823858,49.41484905
BN3 4LE,10.37927109,91.40735606
BN1 6GD,29.1445343,142.4881497
BN1 6FG,25.19273215,148.5652912
E4 6JJ,11.00586396,64.44427251
E4 6LA,8.760510172,149.0120312
PR1 8PQ,17.68382121,49.44136557
FY4 4SJ,17.07735151,-7.271112049
BB5 1DW,11.4452889,89.84398081
PR3 2AN,8.506559252,152.0444914
PR5 6AW,8.097689385,15.82923963
PR7 1EE,10.7608354,102.5642218
UB8 3NJ,14.94475742,128.6824005
PL6 8BX,5.477392062,41.55459963
PR5 8AX,13.20262153,107.9891144
SO23 9EF,9.488571067,72.38255904
OX44 7PD,4.975391013,51.45776013
PR5 6UP,14.1583619,159.1485251
UB3 3EX,5.655724546,59.57049489
SO15 1DE,4.149842373,54.31393844
PR6 8NH,7.347837712,8.603155058
BB12 6JJ,13.21786499,124.3706386
BB1 3BL,10.76466382,60.11345132
RG24 9RG,13.52728112,68.22661477
LE8 6LD,8.736404358,51.22853214
SW6 1BW,4.349627868,29.35068115
CV6 5NA,5.902318982,114.4359774
PE1 5YS,4.685351591,-33.33713262
DY10 1HU,7.343601789,73.96890448
BR8 7PQ,10.40762882,31.28077319
L7 9LB,8.136576521,107.1566125
W4 5PY,6.44557119,5.326732497
L3 2DU,5.18201541,-45.19442985
M22 5WB,9.43455746,102.187961
DA1 5PF,6.016221016,91.1922299
L3 2EW,8.166264625,-9.247105631
M20 2RY,7.791719908,71.03563102
WA3 6AE,9.418315232,58.40183728
TW18 3AG,3.576302562,56.68536014
OX1 4RR,11.45075954,31.68605482
OX4 1SU,5.420916488,120.7459206
OX4 1JT,5.78870712,47.21202386
OX2 6TG,7.87985852,12.04732357
OX2 6DR,7.725068118,77.48643562
OX3 7RQ,6.257926043,14.99521658
OX4 4PL,6.497783716,113.2969344
BA1 2NA,20.19439652,55.68507
BD10 9PT,9.542017472,80.62201451
BD12 0HQ,28.12129562,169.3765316
PO360HF,54.07282162,191.52788
CB1 1PS,20.76566405,119.8601933
L8 6PZ,20.08338046,123.1630526
OX3 8DP,21.04369102,-3.928315891
W1T 3NE,25.67335468,-5.009462998
NW1 5AR,26.67976392,65.64094221
RG12 1GN,22.43597618,221.1511071
SW1X 9SA,14.03757256,69.09236781
PO1 1RS,10.79960257,39.807793
KT1 2BA,9.637906586,85.22594963
LS11 5AD,11.77267951,159.6286117
E14 9YQ,21.27302017,28.97733131
EC4R 3TB,19.63468385,88.57497724
BS21 6RR,5.230858393,79.33385504
RG12 1RQ,11.5889276,108.1987042
W1H 7LB,10.4128913,65.97403745
OX2 7BY,18.75187707,54.66409305
HA6 2XW,9.515788317,96.51652167
BR3 1SD,7.108310307,42.3747876
SL6 8QZ,18.19040552,102.0821156
LU1 2JX,35.74605494,199.8890408
BN1 1US,14.05778605,188.4590747
KT19 8AG,6.629007213,135.7022562
PO19 1RD,9.133962774,80.0311446
BH12 5BA,11.79122,82.85136365
BN2 5UT,2.43684548,38.00079024
BH2 6EJ,19.11038719,102.9312368
BH14 0AP,4.737624985,69.19829829
MK9 2EA,13.69077929,47.56390958
BH9 2AD,6.062879691,-5.626420542
BS1 4ES,19.22517404,174.1240988
PO1 3TZ,8.840931591,21.27900933
GU1 1TB,8.98309494,109.0023992
TN2 3EY,5.939663527,11.29175
WN5 0LD,8.059243166,-27.55311204
KT6 4PJ,19.20759923,182.6159558
KT1 1JD,7.951730762,-9.919765559
HA2 0EG,10.43212595,48.19999867
KT6 4QR,4.697363693,12.28152679
MK9 3EP,25.5848307,75.26076824
NW7 1GU,10.25343157,59.1185386
N12 8NR,6.501213595,-40.28901366
IG1 1BA,25.99962142,76.36211601
SE13 7HB,42.97369635,155.8658376
E18 2NA,7.562858834,55.21581762
SO15 0LD,14.42556516,127.515441
PR2 2TY,8.502909327,139.2390141
YO30 4WR,16.42044109,103.3529627
DA14 5HS,10.11619823,34.48597959
KT18 5UZ,25.05282376,160.6040865
CO4 5DX,13.22645325,48.77031669
CR0 4RF,6.599107419,105.2379371
BR1 5TD,29.50557751,165.893724
TN24 0SN,14.75720905,107.7536906
OL11 2PD,7.341386476,-7.287656708
RG2 0LJ,13.17195584,55.7612782
CO4 5XD,18.21344244,-14.72739211
LE15 9QJ,12.07259757,11.25406191
LS15 0BF,25.56438802,88.22716642
PL7 5JY,16.49987603,71.17725907
RG24 8FY,10.80846047,-32.44267923
TS12 2ZL,4.577079882,70.83715625
SR5 1QE,18.56165315,99.79622332
NW8 7LA,10.23025295,-13.19668251
NW8 9SD,13.32102488,170.4151769
W1T 3LN,11.71533169,69.42288235
NW8 7HN,22.23685282,130.9496857
W2 2AA,21.86869823,80.87677501
W2 3AN,11.31597437,111.5075286
DN5 8AS,15.60637492,92.24853182
WA1 3LR,16.841422,107.4146042
M5 4AP,11.87343107,50.34270341
SW6 1LX,11.35103003,69.47130444
S6 2FQ,7.997324376,-14.61984281
TA2 8DN,20.87555647,203.4633218
KT10 9QE,5.082933075,60.26015834
HD2 2DQ,5.289318613,-44.89707886
ME20 7UB,16.71971565,108.617853
SN5 7RX,10.44203924,99.58232692
KT10 9AJ,29.5773537,96.65686949
TW12 2HQ,5.145450705,58.13274434
KT16 8PN,15.87317385,48.49149721
L20 6HX,3.002158237,59.92756119
N20 9HX,5.763088205,82.57402126
HA3 6HL,4.201191127,-24.23481638
W13 0NL,8.709732101,90.18980226
BN21 1HR,5.721515392,-18.35931334
DL14 7LB,5.443168106,53.4580014
ME5 9AX,22.21385101,178.1138917
HA2 8JN,2.611454228,45.50257004
RM9 6YS,15.96492713,186.8566685
LE2 7AD,29.31558001,195.5244897
LN2 5AR,43.78233667,147.071518
NG2 3AQ,19.04633783,151.3451743
RM8 1AT,3.076651514,111.4922968
NG2 7JA,4.742460534,34.42247969
HD2 2LQ,2.76794308,-18.45798746
MK9 3AG,12.15885289,0.209556233
KT6 7QU,22.57233397,100.6434496
LE15 6AH,14.90181676,48.38926135
E5 9AG,4.714437268,60.42087918
MK9 3AT,26.10100443,146.134147
NN14 4FP,9.992048938,10.92909996
MK9 3NB,16.20330348,24.63687245
CR0 4XS,5.049995079,20.80726191
LE1 6NU,18.74201046,187.4451242
WD24 7RT,3.561158198,-8.339195284
UB4 8JQ,11.98942265,62.7973427
DA17 6DF,3.808501529,73.81011921
DY1 4RH,7.350642298,118.4186297
SW7 2AZ,20.05389397,56.87610531
CA1 2EA,4.593583344,47.39062393
BN23 6JH,4.921749967,59.83286983
CA1 2UR,13.61422928,134.4135822
HP21 8PD,24.98488065,112.5661251
LE13 1GH,14.27551191,-3.163450538
BS34 7JL,2.341040206,78.59485875
CM3 5SY,4.823772355,96.09838098
SO40 3ZA,5.556036725,34.43887811
GL2 2SN,5.350636762,42.14733687
B10 0HH,2.696745153,20.43066601
CW1 6JS,15.26416094,63.76339211
CO4 5TU,5.493068509,50.18331242
B29 5UP,4.188836901,46.19026075
NG19 0HA,3.758279442,25.67437269
S20 7AB,3.146400364,63.58946328
LS10 4TQ,3.722946722,65.86056802
TF3 4HZ,5.266247523,38.6665933
M27 4BR,3.647781019,49.61121171
NG5 7ED,4.895205617,76.10615537
CM24 8BE,13.09803653,66.21804042
B90 3GG,2.005607822,-16.1988183
CV11 4FL,5.825274583,113.5821659
SN1 7BX,7.26731863,47.72627818
MK9 3PD,12.64578813,55.53026397
MK9 3AR,12.14089351,110.8807371
MK9 3EH,19.9498317,34.29017864
ST14 7FH,4.905671894,113.1028038
TW13 4FG,10.72433171,18.93542928
OX11 0QX,36.33734937,244.0694032
SY6 6BZ,10.37792027,37.04726126
SL2 2ES,26.37148817,162.4822547
CH1 4QG,5.6011397,3.586657426
EN3 6ND,19.25784986,75.33379185
UB3 4AZ,17.53102307,38.64937186
SN3 1TX,20.14812158,106.7124527
NW4 3FP,20.51224984,18.91820501
E16 1ED,30.31659577,111.2506641
CT1 3TU,27.24385641,85.69302078
CR5 2NH,9.777516806,55.69559679
SN1 5AH,27.12585727,216.641637
NR7 7TQ,2.913552935,113.4933406
TW5 0LW,24.86747078,105.7401699
NN3 6NW,16.93955285,94.14532473
B90 4ss,30.38981883,93.68616207
YO32 9GX,26.21950036,206.2747799
LS11 8AG,17.8183778,185.833595
EN1 1UJ,6.463096682,80.58124389
ME7 1RZ,9.019898069,-21.76118217
RH12 1QJ,36.26931049,203.357217
OX27 8TG,19.17874942,65.72475021
NR4 6DQ,3.389166659,2.166349576
SN5 6PB,9.549210105,43.92553263
WA14 5FY,12.98325179,127.506185
CB21 5XH,14.99388019,68.70959612
B60 2LX,17.69782466,28.35001727
B98 7ER,4.270694214,114.8713256
GU12 5QF,14.57266537,145.8517169
GU1 4QG,18.09067954,4.203728834
M7 4NX,21.99499559,91.22038871
UB8 2YF,15.74157066,186.6060784
DY5 3BJ,3.054928187,12.14800372
LS27 0DQ,35.90226433,199.496668
DE24 9BD,14.22315006,73.9001647
GL4 3DG,11.95964354,46.24211457
CW4 8AF,2.518693417,159.9385198
LS11 8LU,14.37733649,169.0544789
SM3 9HB,4.132869041,28.79711224
WR5 2JG,20.3060343,68.42893232
ST4 6BX,32.79412615,136.815321
LS11 8LL,38.46727359,237.4948094
WS9 0NU,11.17466057,137.0571382
W4 5YA,25.53733543,143.0804901
NR32 4PZ,20.97784442,232.1776521
CB10 2NQ,10.83470334,82.77296963
NE63 8QZ,24.67907365,171.4314667
KT19 9QG,12.28926924,188.4043837
S9 2AG,47.70339804,143.0341833
NN6 7EX,14.93665298,144.6932106
PO4 8SL,27.74403339,194.6897016
NN8 2DR,14.36427707,63.50524676
PR3 5JE,8.891557301,66.07646406
LN6 3QZ,11.07556817,-5.651498063
MK13 7RA,23.8134956,167.0010407
S43 4WP,13.6597299,87.19706142
WD6 1JY,23.54432043,31.02113502
SK9 3RW,5.805839493,16.19354935
CO15 4AU,17.31342732,33.87994894
RG12 1AP,17.9912981,71.61202631
WF1 1RN,16.24394018,140.3761283
BL9 8RR,16.44994801,71.04610733
PO30 2QH,8.395087674,52.37726014
LN5 7HW,12.15813041,94.74894073
NN12 8QH,40.4027142,148.4870484
DA1 4ES,7.056459915,9.460689384
KT22 7NL,13.46353564,73.56465609
LS2 7QA,3.256204263,9.922209091
TW8 0EF,13.00361818,107.8403484
TW8 9HF,27.20900133,163.1532178
B37 5TS,10.90451015,102.8163309
BN1 4GE,24.99852326,50.77351168
BN1 2FH,15.46652295,114.8774488
BN1 1ND,15.40443095,70.14263593
NN16 8JA,33.71356631,138.240621
RH10 9RR,4.442870193,47.33456275
RG40 2AF,12.84034885,74.66963184
DE21 4BD,26.46882217,138.4228209
CB8 8EG,8.110701713,93.36240144
IP33 3BA,21.1284571,166.4333166
CB9 7UR,31.44037221,216.4128505
IP33 1XT,5.311280022,19.67174386
WC2H 7DT,18.83233619,172.6063941
ST1 3AF,22.58892707,81.29439886
GU22 9NU,32.01426485,207.0208102
HR8 1EA,17.29733664,138.4455249
HR2 6FG,19.84408936,35.64735829
MK9 3AH,10.32005155,111.2167128
LU1 4BH,18.74394156,127.4210634
YO31 7UZ,9.933719178,175.4563205
